Gender,Age,Height,Weight,NOC,Year,Season,Host_City,Events,Medal
Female,42,,,ESP,2024,Summer,Paris,Canoe Sprint Women's Kayak Four 500m,
Female,27,,,USA,2024,Summer,Paris,Hockey 'Women',
Female,28,,,USA,2024,Summer,Paris,"Diving Women's 3m Springboard, Women's Synchronised 3m Springboard",Silver 
Male,25,,,USA,2024,Summer,Paris,Diving Men's 3m Springboard,
Female,29,,,USA,2024,Summer,Paris,Diving Women's Synchronised 3m Springboard,Silver 
Male,21,,,USA,2024,Summer,Paris,Diving Men's Synchronised 3m Springboard,
Female,25,,,USA,2024,Summer,Paris,Diving Women's 3m Springboard,
Male,27,,,USA,2024,Summer,Paris,Diving Men's 10m Platform,
Female,30,,,USA,2024,Summer,Paris,Diving Women's Synchronised 10m Platform,
Female,26,,,USA,2024,Summer,Paris,"Diving Women's 10m Platform, Women's Synchronised 10m Platform",
Male,20,,,USA,2024,Summer,Paris,"Diving Men's 10m Platform, Men's 3m Springboard",
Female,21,,,USA,2024,Summer,Paris,Diving Women's 10m Platform,
Male,23,,,GUA,2024,Summer,Paris,Modern Pentathlon Men's Individual,
Female,23,,,BRA,2024,Summer,Paris,"Swimming Women's 4 x 100m Freestyle Relay, 'Relay Only Athlete'",
Male,25,,,BRA,2024,Summer,Paris,"Swimming Men's 4 x 100m Freestyle Relay, 'Relay Only Athlete'",
Male,23,,,BRA,2024,Summer,Paris,"Swimming Men's 400m Freestyle, Men's 4 x 200m Freestyle Relay",
Male,27,,,BRA,2024,Summer,Paris,"Swimming 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay'",
Male,21,,,BRA,2024,Summer,Paris,"Swimming Men's 100m Freestyle, Men's 4 x 100m Freestyle Relay, Men's 50m Freestyle",
Male,25,,,BRA,2024,Summer,Paris,Swimming Men's 100m Butterfly,
Male,33,,,BRA,2024,Summer,Paris,"Swimming Men's 100m Freestyle, Men's 4 x 100m Freestyle Relay",
Female,22,,,BRA,2024,Summer,Paris,"Swimming Women's 200m Freestyle, Women's 400m Freestyle, Women's 4 x 200m Freestyle Relay, Women's 800m Freestyle",
Female,25,,,BRA,2024,Summer,Paris,"Swimming Women's 4 x 100m Freestyle Relay, Women's 4 x 200m Freestyle Relay, 'Relay Only Athlete'",
Male,22,,,BRA,2024,Summer,Paris,"Swimming Men's 4 x 200m Freestyle Relay, 'Relay Only Athlete'",
Male,25,,,BRA,2024,Summer,Paris,"Swimming Men's 200m Butterfly, 'Mixed 4 x 100m Medley Relay'",
Female,20,,,BRA,2024,Summer,Paris,"Swimming Women's 4 x 100m Freestyle Relay, Women's 4 x 200m Freestyle Relay, 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay'",
Female,27,,,POL,2024,Summer,Paris,"Table Tennis Women's Singles, Women's Team",
Female,23,,,POL,2024,Summer,Paris,Table Tennis Women's Team,
Female,23,,,POL,2024,Summer,Paris,Table Tennis Women's Singles,
Male,18,,,POL,2024,Summer,Paris,Table Tennis Men's Singles,
Female,26,,,GRE,2024,Summer,Paris,Artistic Swimming 'Duet',
Male,26,,,GRE,2024,Summer,Paris,Marathon Swimming Men's 10km,
Male,31,,,GRE,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Male,28,,,GRE,2024,Summer,Paris,"Swimming Men's 100m Backstroke, Men's 200m Backstroke, 'Mixed 4 x 100m Medley Relay'",Silver 
Female,29,,,GRE,2024,Summer,Paris,"Swimming Women's 100m Butterfly, 'Mixed 4 x 100m Medley Relay'",
Male,30,,,GRE,2024,Summer,Paris,"Swimming Men's 4 x 100m Freestyle Relay, Men's 4 x 200m Freestyle Relay, 'Relay Only Athlete'",
Female,32,,,GRE,2024,Summer,Paris,"Swimming Women's 50m Freestyle, 'Mixed 4 x 100m Medley Relay'",
Male,24,,,GRE,2024,Summer,Paris,Swimming Men's 100m Backstroke,
Male,19,,,GRE,2024,Summer,Paris,Swimming Men's 200m Backstroke,
Male,23,,,GRE,2024,Summer,Paris,"Swimming Men's 4 x 100m Freestyle Relay, Men's 50m Freestyle",
Male,23,,,GRE,2024,Summer,Paris,"Swimming Men's 1500m Freestyle, Men's 4 x 200m Freestyle Relay, Men's 800m Freestyle",
Male,23,,,GRE,2024,Summer,Paris,"Swimming Men's 4 x 200m Freestyle Relay, 'Relay Only Athlete'",
Male,34,,,GRE,2024,Summer,Paris,"Swimming Men's 4 x 100m Freestyle Relay, 'Relay Only Athlete'",
Male,23,,,GRE,2024,Summer,Paris,"Swimming Men's 200m Individual Medley, Men's 400m Individual Medley",
Female,21,,,GRE,2024,Summer,Paris,"Swimming Women's 100m Butterfly, Women's 200m Butterfly",
Male,16,,,GRE,2024,Summer,Paris,"Swimming 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay'",
Female,29,183,,GRE,2024,Summer,Paris,Water Polo 'Women',
Male,28,191,,GRE,2024,Summer,Paris,Water Polo 'Men',
Male,30,213,,USA,2024,Summer,Paris,Basketball 'Men',Gold 
Female,28,186,,USA,2024,Summer,Paris,Basketball 'Women',Gold 
Female,31,191,,USA,2024,Summer,Paris,3x3 Basketball 'Women',Bronze 
Male,30,198,,USA,2024,Summer,Paris,3x3 Basketball 'Men',
Male,22,,,ESP,2024,Summer,Paris,Diving Men's Synchronised 3m Springboard,
Female,22,,,ESP,2024,Summer,Paris,Diving Women's 3m Springboard,
Female,18,,,ESP,2024,Summer,Paris,Diving Women's 10m Platform,
Female,26,,,ESP,2024,Summer,Paris,Marathon Swimming Women's 10km,
Female,18,,,ESP,2024,Summer,Paris,Artistic Swimming 'Team',Bronze 
Female,24,,,ESP,2024,Summer,Paris,"Artistic Swimming 'Team', 'Duet'",Bronze 
Female,18,,,ESP,2024,Summer,Paris,"Swimming Women's 100m Butterfly, Women's 200m Butterfly",
Female,21,,,ESP,2024,Summer,Paris,"Swimming Women's 4 x 200m Freestyle Relay, 'Relay Only Athlete'",
Female,19,,,ESP,2024,Summer,Paris,"Swimming Women's 200m Individual Medley, Women's 400m Individual Medley",
Male,25,,,ESP,2024,Summer,Paris,"Swimming Men's 4 x 100m Freestyle Relay, Men's 4 x 200m Freestyle Relay, 'Relay Only Athlete'",
Male,23,,,ESP,2024,Summer,Paris,"Swimming Men's 4 x 100m Medley Relay, 'Relay Only Athlete'",
Male,24,,,ESP,2024,Summer,Paris,"Swimming Men's 100m Freestyle, Men's 4 x 100m Freestyle Relay, Men's 4 x 100m Medley Relay",
Male,20,,,ESP,2024,Summer,Paris,"Marathon Swimming, Swimming Men's 10km, Men's 1500m Freestyle, Men's 4 x 200m Freestyle Relay, Men's 800m Freestyle",
Male,22,,,ESP,2024,Summer,Paris,Swimming Men's 200m Butterfly,
Male,25,,,ESP,2024,Summer,Paris,"Swimming Men's 100m Backstroke, Men's 200m Backstroke, Men's 200m Individual Medley, Men's 4 x 100m Medley Relay",
Male,24,,,ESP,2024,Summer,Paris,"Swimming Men's 4 x 200m Freestyle Relay, 'Relay Only Athlete'",
Male,22,,,ESP,2024,Summer,Paris,"Swimming Men's 100m Butterfly, Men's 4 x 100m Freestyle Relay, Men's 4 x 100m Medley Relay",
Female,36,,,ESP,2024,Summer,Paris,"Swimming Women's 100m Breaststroke, Women's 200m Breaststroke",
Female,20,,,ESP,2024,Summer,Paris,"Swimming Women's 100m Backstroke, Women's 200m Backstroke",
Female,26,,,ESP,2024,Summer,Paris,Swimming Women's 200m Backstroke,
Male,22,192,,ESP,2024,Summer,Paris,Water Polo 'Men',
Female,22,180,,ESP,2024,Summer,Paris,Water Polo 'Women',Gold 
Female,29,,,BRA,2024,Summer,Paris,Rowing Women's Single Sculls,
Male,26,,,BRA,2024,Summer,Paris,Rowing Men's Single Sculls,
Female,18,152,,ASA,2024,Summer,Paris,Athletics Women's 100m,
Female,26,174,63,BRA,2024,Summer,Paris,Rugby Sevens 'Women',
Female,28,,,BRA,2024,Summer,Paris,Diving Women's 10m Platform,
Male,22,,,USA,2024,Summer,Paris,Cycling Mountain Bike Men's Cross-country,
Female,25,,,USA,2024,Summer,Paris,Cycling Mountain Bike Women's Cross-country,
Female,26,,,USA,2024,Summer,Paris,Cycling Mountain Bike Women's Cross-country,Silver 
Female,29,,,USA,2024,Summer,Paris,Cycling BMX Freestyle Women's Park,Silver 
Male,22,,,USA,2024,Summer,Paris,Cycling BMX Freestyle Men's Park,
Female,21,,,USA,2024,Summer,Paris,Cycling Track Women's Team Pursuit,Gold 
Female,27,,,USA,2024,Summer,Paris,"Cycling Road, Cycling Track Women's Road Race, Women's Individual Time Trial, Women's Team Pursuit",Bronze 
Female,27,,,USA,2024,Summer,Paris,"Cycling Road, Cycling Track Women's Road Race, Women's Individual Time Trial, Women's Team Pursuit",Gold 
Female,32,,,USA,2024,Summer,Paris,"Cycling Road, Cycling Track Women's Road Race, Women's Team Pursuit",Gold 
Male,25,,,USA,2024,Summer,Paris,Cycling Road Men's Road Race,
Male,30,,,USA,2024,Summer,Paris,Cycling Track Men's Omnium,
Male,25,,,USA,2024,Summer,Paris,Cycling BMX Racing 'Men',
Male,26,,,USA,2024,Summer,Paris,"Cycling Road Men's Road Race, Men's Individual Time Trial",
Female,22,,,USA,2024,Summer,Paris,Cycling BMX Racing 'Women',
Female,23,,,USA,2024,Summer,Paris,Cycling BMX Freestyle Women's Park,
Female,30,,,USA,2024,Summer,Paris,"Cycling Track Women's Madison, Women's Omnium, Women's Team Pursuit",Gold 
Male,35,,,USA,2024,Summer,Paris,"Canoe Slalom Men's Canoe Single, Men's Kayak Cross",
Male,22,,,USA,2024,Summer,Paris,"Canoe Sprint Men's Kayak Single 1000m, Men's Kayak Double 500m",
Female,22,,,USA,2024,Summer,Paris,Canoe Sprint Women's Canoe Single 200m,Silver 
Female,20,,,USA,2024,Summer,Paris,"Canoe Slalom Women's Canoe Single, Women's Kayak Single, Women's Kayak Cross",Bronze 
Male,25,,,ASA,2024,Summer,Paris,Swimming Men's 100m Breaststroke,
Female,37,,,ECU,2024,Summer,Paris,Triathlon Women's Individual,
Male,24,,,USA,2024,Summer,Paris,Wrestling Men's Freestyle 86kg,Bronze 
Male,30,,,USA,2024,Summer,Paris,Wrestling Men's Greco-Roman 130kg,
Female,20,,,USA,2024,Summer,Paris,Wrestling Women's Freestyle 68kg,Gold 
Male,26,,,USA,2024,Summer,Paris,Wrestling Men's Greco-Roman 77kg,
Female,21,,,USA,2024,Summer,Paris,Wrestling Women's Freestyle 76kg,Silver 
Male,33,,,USA,2024,Summer,Paris,Wrestling Men's Freestyle 74kg,Bronze 
Male,22,,,USA,2024,Summer,Paris,Wrestling Men's Greco-Roman 87kg,
Female,31,,,USA,2024,Summer,Paris,Wrestling Women's Freestyle 50kg,Gold 
Male,26,,,USA,2024,Summer,Paris,Wrestling Men's Freestyle 57kg,Silver 
Female,33,,,USA,2024,Summer,Paris,Wrestling Women's Freestyle 57kg,Bronze 
Female,28,,,USA,2024,Summer,Paris,Wrestling Women's Freestyle 62kg,
Male,25,,,USA,2024,Summer,Paris,Wrestling Men's Freestyle 125kg,
Female,28,,,USA,2024,Summer,Paris,Wrestling Women's Freestyle 53kg,
Male,33,,,USA,2024,Summer,Paris,Wrestling Men's Greco-Roman 97kg,
Male,29,,,USA,2024,Summer,Paris,Wrestling Men's Freestyle 65kg,
Male,29,,,USA,2024,Summer,Paris,Wrestling Men's Freestyle 97kg,
Female,30,,,CAN,2024,Summer,Paris,"Judo 'Women -63 kg', 'Mixed Team'",
Female,29,,,CAN,2024,Summer,Paris,"Judo 'Women -57 kg', 'Mixed Team'",Gold 
Male,31,,,CAN,2024,Summer,Paris,"Judo 'Men -73 kg', 'Mixed Team'",
Female,28,,,CAN,2024,Summer,Paris,"Judo 'Women +78 kg', 'Mixed Team'",
Male,26,,,CAN,2024,Summer,Paris,"Judo 'Men -100 kg', 'Mixed Team'",
Female,25,,,CAN,2024,Summer,Paris,"Judo 'Women -52 kg', 'Mixed Team'",
Male,26,,,CAN,2024,Summer,Paris,"Judo 'Men -81 kg', 'Mixed Team'",
Female,25,167,,USA,2024,Summer,Paris,Badminton Women's Doubles,
Female,36,,,USA,2024,Summer,Paris,Breaking 'B-Girls',
Male,30,,,USA,2024,Summer,Paris,Breaking 'B-Boys',
Male,30,,,USA,2024,Summer,Paris,Breaking 'B-Boys',Bronze 
Male,36,,,USA,2024,Summer,Paris,"Archery Men's Individual, 'Mixed Team'",Silver 
Male,36,,,USA,2024,Summer,Paris,"Archery Men's Individual, 'Mixed Team'",Bronze 
Female,21,,,USA,2024,Summer,Paris,"Archery Women's Individual, Women's Team",
Female,20,,,USA,2024,Summer,Paris,"Archery Women's Individual, Women's Team, 'Mixed Team'",Bronze 
Male,26,182,,USA,2024,Summer,Paris,"Badminton Men's Doubles, 'Mixed Doubles'",
Female,23,176,,USA,2024,Summer,Paris,Badminton 'Mixed Doubles',
Male,34,185,,USA,2024,Summer,Paris,Badminton Men's Singles,
Male,21,185,,USA,2024,Summer,Paris,Badminton Men's Doubles,
Female,34,169,,USA,2024,Summer,Paris,Badminton Women's Singles,
Male,24,190,,USA,2024,Summer,Paris,Boxing Men's +92kg,
Female,27,163,,USA,2024,Summer,Paris,Boxing Women's 60kg,
Male,22,171,,USA,2024,Summer,Paris,Boxing Men's 57kg,
Male,30,175,,USA,2024,Summer,Paris,Boxing Men's 51kg,
Male,22,180,,USA,2024,Summer,Paris,Boxing Men's 71kg,Bronze 
Female,22,157,,USA,2024,Summer,Paris,Boxing Women's 50kg,
Female,29,170,,USA,2024,Summer,Paris,Boxing Women's 66kg,
Female,21,165,,USA,2024,Summer,Paris,Boxing Women's 57kg,
Male,24,,,BRA,2024,Summer,Paris,Skateboarding Men's Park,Bronze 
Female,23,,,BRA,2024,Summer,Paris,Skateboarding Women's Park,
Male,33,,,BRA,2024,Summer,Paris,Skateboarding Men's Street,
Female,27,,,BRA,2024,Summer,Paris,Skateboarding Women's Street,
Female,16,,,BRA,2024,Summer,Paris,Skateboarding Women's Street,Bronze 
Male,22,,,BRA,2024,Summer,Paris,Skateboarding Men's Park,
Male,29,,,BRA,2024,Summer,Paris,Surfing 'Men',
Male,31,,,BRA,2024,Summer,Paris,Surfing 'Men',Bronze 
Female,20,,,BRA,2024,Summer,Paris,Surfing 'Women',
Female,28,,,BRA,2024,Summer,Paris,Surfing 'Women',Silver 
Male,19,,,TGA,2024,Summer,Paris,Athletics Men's 100m,
Female,28,,,BRA,2024,Summer,Paris,Taekwondo 'Women -67kg',
Male,27,,,BRA,2024,Summer,Paris,Taekwondo 'Men -68kg',Bronze 
Male,20,,,BRA,2024,Summer,Paris,Taekwondo 'Men -80kg',
Female,21,,,BRA,2024,Summer,Paris,Taekwondo 'Women -57kg',
Female,28,185,,BRA,2024,Summer,Paris,"Tennis Women's Doubles, Women's Singles",
Female,30,164,,BRA,2024,Summer,Paris,Tennis Women's Singles,
Female,27,168,,BRA,2024,Summer,Paris,"Tennis Women's Doubles, 'Mixed Doubles'",
Male,30,183,,BRA,2024,Summer,Paris,"Tennis Men's Doubles, Men's Singles",
Male,24,185,,BRA,2024,Summer,Paris,"Tennis Men's Doubles, Men's Singles, 'Mixed Doubles'",
Male,38,,,KGZ,2024,Summer,Paris,Wrestling Men's Freestyle 125kg,
Female,24,,,AUS,2024,Summer,Paris,"Artistic Swimming 'Team', 'Duet'",
Female,21,,,AUS,2024,Summer,Paris,Artistic Swimming 'Team',
Male,31,184,,CMR,2024,Summer,Paris,Athletics Men's 100m,
Female,32,173,,CMR,2024,Summer,Paris,Athletics Women's 400m Hurdles,
Male,43,169,,MGL,2024,Summer,Paris,Athletics Men's Marathon,
Male,45,,,HUN,2024,Summer,Paris,Equestrian 'Eventing Individual',
Female,20,,,CZE,2024,Summer,Paris,"Cycling Road Women's Road Race, Women's Individual Time Trial",
Male,22,,,CZE,2024,Summer,Paris,"Cycling Road Men's Road Race, Men's Individual Time Trial",
Female,31,160,,MGL,2024,Summer,Paris,Athletics Women's Marathon,
Female,27,165,,IRL,2024,Summer,Paris,"Athletics Women's 400m, Women's 4 x 400m Relay, '4 x 400m Relay Mixed'",
Female,31,,,GBR,2024,Summer,Paris,Taekwondo 'Women -57kg',
Female,25,,,SRB,2024,Summer,Paris,Table Tennis Women's Singles,
Female,38,,,SRB,2024,Summer,Paris,"Shooting '10m Air Pistol Women', '10m Air Pistol Mixed Team'",Gold 
Male,27,,,SRB,2024,Summer,Paris,"Shooting '10m Air Rifle Men', '50m Rifle 3 Positions Men'",
Male,40,,,SRB,2024,Summer,Paris,"Shooting '10m Air Pistol Men', '10m Air Pistol Mixed Team'",Gold 
Female,22,,,SRB,2024,Summer,Paris,Taekwondo 'Women -67kg',Silver 
Male,19,,,SRB,2024,Summer,Paris,Taekwondo 'Men -58kg',
Male,22,,,SRB,2024,Summer,Paris,Taekwondo 'Men -80kg',
Male,37,186,,SRB,2024,Summer,Paris,Tennis Men's Singles,Gold 
Male,34,183,,SRB,2024,Summer,Paris,Tennis Men's Singles,
Female,30,169,,MNE,2024,Summer,Paris,Tennis Women's Singles,
Male,34,191,,SRB,2024,Summer,Paris,Water Polo 'Men',Gold 
Male,30,,,GBR,2024,Summer,Paris,"Swimming Men's 100m Breaststroke, Men's 4 x 100m Medley Relay",Silver 
Female,21,160,,MNE,2024,Summer,Paris,Boxing Women's 54kg,
Female,32,,,SRB,2024,Summer,Paris,Rowing Women's Single Sculls,
Male,29,,,SRB,2024,Summer,Paris,Rowing Men's Double Sculls,
Male,33,,,SRB,2024,Summer,Paris,Wrestling Men's Freestyle 74kg,
Male,35,,,SRB,2024,Summer,Paris,Wrestling Men's Greco-Roman 97kg,
Male,25,,,SRB,2024,Summer,Paris,Wrestling Men's Greco-Roman 87kg,
Male,31,,,SRB,2024,Summer,Paris,Wrestling Men's Greco-Roman 67kg,
Male,24,,,SRB,2024,Summer,Paris,Wrestling Men's Greco-Roman 60kg,
Male,27,179,,KEN,2024,Summer,Paris,Athletics Men's 400m Hurdles,
Male,26,,,IRL,2024,Summer,Paris,Taekwondo 'Men -58kg',
Male,40,,,CZE,2024,Summer,Paris,Equestrian 'Eventing Individual',
Female,32,,,POR,2024,Summer,Paris,Breaking 'B-Girls',
Female,21,,,MKD,2024,Summer,Paris,Taekwondo 'Women -57kg',
Female,23,,,POR,2024,Summer,Paris,Shooting 'Trap Women',
Female,31,165,,GBR,2024,Summer,Paris,Athletics Women's 1500m,Bronze 
Male,25,193,,GBR,2024,Summer,Paris,Athletics '4 x 400m Relay Mixed',Bronze 
Female,30,175,,GBR,2024,Summer,Paris,Athletics Women's 100m Hurdles,
Male,17,,,KSA,2024,Summer,Paris,Swimming Men's 100m Freestyle,
Female,30,164,,CZE,2024,Summer,Paris,Golf Women's Individual Stroke Play,
Female,18,,,KSA,2024,Summer,Paris,Swimming Women's 200m Freestyle,
Male,27,178,,MKD,2024,Summer,Paris,Athletics Men's Marathon,
Male,31,,,BEL,2024,Summer,Paris,Judo 'Men -100 kg',
Female,25,165,,PLE,2024,Summer,Paris,Athletics Women's 800m,
Male,26,,,GBR,2024,Summer,Paris,"Cycling Track Men's Omnium, Men's Team Pursuit",Silver 
Female,25,,,GBR,2024,Summer,Paris,"Cycling Track Women's Madison, Women's Team Pursuit",Bronze 
Male,28,,,HKG,2024,Summer,Paris,Cycling Road Men's Road Race,
Female,23,,,HKG,2024,Summer,Paris,"Cycling Road, Cycling Track Women's Road Race, Women's Omnium",
Male,24,,,POL,2024,Summer,Paris,Judo 'Men -73 kg',
Male,29,,,POL,2024,Summer,Paris,Judo 'Men -100 kg',
Male,25,,,HUN,2024,Summer,Paris,"Judo 'Men -66 kg', 'Mixed Team'",
Female,25,,,POL,2024,Summer,Paris,Judo 'Women -63 kg',
Male,25,,,HKG,2024,Summer,Paris,Sailing Men's Windsurfing,
Female,27,,,HKG,2024,Summer,Paris,Sailing Women's Windsurfing,
Male,25,198,,GBR,2024,Summer,Paris,Boxing Men's 92kg,
Male,29,,,ESP,2024,Summer,Paris,Surfing 'Men',
Female,24,,,ESP,2024,Summer,Paris,Surfing 'Women',
Female,31,157,,GBR,2024,Summer,Paris,Boxing Women's 54kg,
Male,24,,,HKG,2024,Summer,Paris,Triathlon Men's Individual,
Female,24,,,DOM,2024,Summer,Paris,Taekwondo 'Women -67kg',
Female,26,172,,GBR,2024,Summer,Paris,Boxing Women's 75kg,
Male,43,,,RSA,2024,Summer,Paris,Equestrian 'Eventing Individual',
Female,29,,,POL,2024,Summer,Paris,Judo 'Women -78 kg',
Female,18,,,SLE,2024,Summer,Paris,Judo 'Women -57 kg',
Male,29,182,,BOT,2024,Summer,Paris,Athletics Men's 400m Hurdles,
Male,32,188,,HUN,2024,Summer,Paris,"Tennis Men's Doubles, Men's Singles",
Female,29,,,BRA,2024,Summer,Paris,Table Tennis Women's Team,
Female,24,,,BRA,2024,Summer,Paris,"Table Tennis Women's Singles, Women's Team, 'Mixed Doubles'",
Female,19,,,BRA,2024,Summer,Paris,"Table Tennis Women's Singles, Women's Team",
Male,23,,,BRA,2024,Summer,Paris,Table Tennis Men's Team,
Male,28,,,BRA,2024,Summer,Paris,"Table Tennis Men's Singles, Men's Team",
Male,29,,,BRA,2024,Summer,Paris,"Table Tennis Men's Singles, Men's Team, 'Mixed Doubles'",
Male,42,,,CHI,2024,Summer,Paris,Equestrian 'Jumping Individual',
Female,20,,,LAO,2024,Summer,Paris,Rhythmic Gymnastics 'Individual All-Around',
Male,31,198,,ESP,2024,Summer,Paris,Basketball 'Men',
Female,32,180,,ESP,2024,Summer,Paris,3x3 Basketball 'Women',Silver 
Female,32,180,,ESP,2024,Summer,Paris,Basketball 'Women',
Female,20,170,,SLE,2024,Summer,Paris,Athletics Women's 100m,
Male,35,,,KAZ,2024,Summer,Paris,Wrestling Men's Greco-Roman 77kg,Silver 
Female,22,,,BRA,2024,Summer,Paris,"Archery Women's Individual, 'Mixed Team'",
Male,26,,,BRA,2024,Summer,Paris,"Archery Men's Individual, 'Mixed Team'",
Male,25,,,KAZ,2024,Summer,Paris,Wrestling Men's Freestyle 97kg,
Male,31,170,,CAN,2024,Summer,Paris,Badminton Men's Doubles,
Female,33,173,,CAN,2024,Summer,Paris,Badminton Women's Singles,
Male,23,184,,CAN,2024,Summer,Paris,Badminton Men's Singles,
Male,27,,,CAN,2024,Summer,Paris,Breaking 'B-Boys',Gold 
Female,29,,,GUA,2024,Summer,Paris,Shooting 'Trap Women',Gold 
Male,42,,,GUA,2024,Summer,Paris,Shooting 'Trap Men',Bronze 
Male,21,,,CAN,2024,Summer,Paris,"Diving Men's 10m Platform, Men's Synchronised 10m Platform",Bronze 
Female,19,,,CAN,2024,Summer,Paris,"Diving Women's 10m Platform, Women's Synchronised 10m Platform",
Female,22,,,CAN,2024,Summer,Paris,Diving Women's 3m Springboard,
Female,34,,,GUA,2024,Summer,Paris,Shooting 'Trap Women',
Male,20,,,ESP,2024,Summer,Paris,Sailing Men's Windsurfing,
Female,28,,,ESP,2024,Summer,Paris,Sailing Women's Skiff,
Male,25,,,ESP,2024,Summer,Paris,Sailing 'Mixed Multihull',
Male,35,,,ESP,2024,Summer,Paris,Sailing Men's Dinghy,
Male,31,,,ESP,2024,Summer,Paris,Sailing Men's Skiff,Gold 
Female,32,,,ESP,2024,Summer,Paris,Sailing 'Mixed Dinghy',
Female,28,,,ESP,2024,Summer,Paris,Sailing Women's Windsurfing,
Female,23,,,ESP,2024,Summer,Paris,Sailing Women's Dinghy,
Female,30,,,ESP,2024,Summer,Paris,Sailing Women's Kite,
Male,23,,,GUA,2024,Summer,Paris,Shooting 'Skeet Men',
Male,35,176,,KEN,2024,Summer,Paris,Athletics Men's Javelin Throw,
Male,29,,,USA,2024,Summer,Paris,Trampoline Gymnastics 'Men',
Male,20,,,USA,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team",Bronze 
Female,24,,,USA,2024,Summer,Paris,Rhythmic Gymnastics 'Individual All-Around',
Male,20,,,USA,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's All-Around, Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team",Bronze 
Female,16,,,USA,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",Gold 
Female,24,,,USA,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",Bronze 
Female,24,,,USA,2024,Summer,Paris,Trampoline Gymnastics 'Women',
Female,23,,,USA,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",Gold 
Female,27,,,USA,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",Silver 
Female,21,,,USA,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",Bronze 
Female,24,160,,ESP,2024,Summer,Paris,Football 'Women',
Male,32,187,,USA,2024,Summer,Paris,"Athletics Men's 4 x 400m Relay, '4 x 400m Relay Mixed'",Silver 
Male,32,187,,USA,2024,Summer,Paris,"Athletics Men's 4 x 400m Relay, '4 x 400m Relay Mixed'",Gold 
Female,28,170,,USA,2024,Summer,Paris,Athletics Women's 4 x 100m Relay,Gold 
Male,27,172,,USA,2024,Summer,Paris,Athletics Men's 5000m,
Male,28,175,,USA,2024,Summer,Paris,Athletics Men's 4 x 100m Relay,
Female,30,162,,USA,2024,Summer,Paris,Athletics Women's 1500m,
Male,30,187,,USA,2024,Summer,Paris,Athletics Men's 110m Hurdles,
Male,23,193,,USA,2024,Summer,Paris,Athletics Men's Decathlon,
Male,30,183,,USA,2024,Summer,Paris,Athletics Men's Long Jump,
Female,28,165,,USA,2024,Summer,Paris,"Athletics Women's 10,000m, Women's 5000m",
Female,26,165,,USA,2024,Summer,Paris,Athletics '4 x 400m Relay Mixed',
Female,24,162,,USA,2024,Summer,Paris,Athletics Women's 100m Hurdles,Gold 
Male,27,177,,USA,2024,Summer,Paris,"Athletics Men's 100m, Men's 200m, Men's 4 x 100m Relay",Gold 
Male,27,177,,USA,2024,Summer,Paris,"Athletics Men's 100m, Men's 200m, Men's 4 x 100m Relay",Bronze 
Male,26,187,,USA,2024,Summer,Paris,"Athletics Men's 400m, Men's 4 x 400m Relay",Gold 
Male,32,185,,USA,2024,Summer,Paris,Athletics Men's Pole Vault,Silver 
Female,29,175,,USA,2024,Summer,Paris,"Athletics Women's 4 x 400m Relay, '4 x 400m Relay Mixed'",Silver 
Female,29,175,,USA,2024,Summer,Paris,"Athletics Women's 4 x 400m Relay, '4 x 400m Relay Mixed'",Gold 
Female,24,157,,USA,2024,Summer,Paris,"Athletics Women's 100m, Women's 4 x 100m Relay",Silver 
Female,24,157,,USA,2024,Summer,Paris,"Athletics Women's 100m, Women's 4 x 100m Relay",Gold 
Male,32,180,,USA,2024,Summer,Paris,"Athletics Men's 10,000m",
Male,34,,,ECU,2024,Summer,Paris,Wrestling Men's Greco-Roman 67kg,
Female,26,,,ECU,2024,Summer,Paris,Wrestling Women's Freestyle 76kg,
Female,23,,,ECU,2024,Summer,Paris,Wrestling Women's Freestyle 53kg,Silver 
Male,49,,,RSA,2024,Summer,Paris,Skateboarding Men's Park,
Male,26,,,RSA,2024,Summer,Paris,Skateboarding Men's Street,
Female,19,,,RSA,2024,Summer,Paris,Skateboarding Women's Street,
